instance_name,status,submitter,group,tags,variables,binaries,integers,continuous,constraints,nonzeros
moj-mining.mps.gz,open,Alexandra M. Newman,,,67519,5171,0,62348,49916,1691240
fhnw-binpack4-4.mps.gz,infeasible,Simon Felix,binpack,infeasible,520,481,0,39,620,2332
fhnw-binpack4-18.mps.gz,infeasible,Simon Felix,binpack,infeasible,520,481,0,39,650,2392
fhnw-binpack4-58.mps.gz,open,Simon Felix,binpack,,7550,7400,0,150,9900,35750
fhnw-binpack4-48.mps.gz,easy,Simon Felix,binpack,,3710,3605,0,105,4480,17290
fhnw-binpack4-77.mps.gz,easy,Simon Felix,binpack,,3924,3816,0,108,4922,17726
n3705.mps.gz,open,J. Aronson,n37,,10000,5000,0,5000,5150,20000
splice1k1.mps.gz,easy,Gleb Belov,splice,,3253,3252,1,0,6505,1761020
proteindesign121hz512p19.mps.gz,open,Gleb Belov,proteindesign,,2589931,2589840,91,0,301,10331100
hypothyroid-k1.mps.gz,easy,Gleb Belov,hypothyroid,,2602,2601,1,0,5195,433884
cryptanalysiskb128n5obj16.mps.gz,easy,Gleb Belov,cryptanalysis,,48950,47830,1120,0,98021,292875
proteindesign121hz512p9.mps.gz,easy,Gleb Belov,proteindesign,,159145,159054,91,0,301,629449
l2p12.mps.gz,easy,Gleb Belov,l2p,,11786,10906,590,290,21315,59629
gfd-schedulen180f7d50m30k18.mps.gz,easy,Gleb Belov,gfd-schedule,,227535,192408,2025,33102,457985,1233370
k1mushroom.mps.gz,easy,Gleb Belov,k1mushroom,,8211,8210,1,0,16419,1697950
cryptanalysiskb128n5obj14.mps.gz,infeasible,Gleb Belov,cryptanalysis,infeasible,48950,47830,1120,0,98021,292875
radiationm18-12-05.mps.gz,easy,Gleb Belov,radiation,,40623,14688,11247,14688,40935,96149
traininstance6.mps.gz,easy,Gleb Belov,traininstance,,10218,4154,2056,4008,12309,32785
traininstance2.mps.gz,easy,Gleb Belov,traininstance,,12890,5278,2602,5010,15603,41531
proteindesign121pgb11p9.mps.gz,easy,Gleb Belov,proteindesign,,132672,132594,78,0,254,524690
proteindesign122trx11p8.mps.gz,easy,Gleb Belov,proteindesign,,127326,127248,78,0,254,503427
radiationm40-10-02.mps.gz,easy,Gleb Belov,radiation,,172013,62400,47213,62400,173603,406825
mcsched.mps.gz,easy,Q. Chen,,,1747,1745,0,2,2107,8088
satellites2-60-fs.mps.gz,easy,He Renjie,satellites,,35378,34324,0,1054,16516,125048
uct-subprob.mps.gz,easy,Gerald Lach,,,2256,379,0,1877,1973,10147
peg-solitaire-a3.mps.gz,easy,Hiroshige Dan ; Koichi Fujii,pegsolitaire,,4552,4552,0,0,4587,28387
ns1904248.mps.gz,open,NEOS Server Submission,neos-pseudoapplication-6,,38458,38416,0,42,149437,377258
neos-5251015-ogosta.mps.gz,hard,Hans Mittelmann,neos-pseudoapplication-19,,136971,232,0,136739,486531,1955390
cod105.mps.gz,easy,MIPLIB submission pool,,,1024,1024,0,0,1024,57344
lr1dr02vc05v8a-t360.mps.gz,open,Dimitri Papageorgiou,maritime,,20810,12174,6471,2165,7560,58950
lr1dr12vc10v70b-t360.mps.gz,open,Dimitri Papageorgiou,maritime,,193525,90670,93480,9375,56160,587100
lr1dr04vc05v17a-t360.mps.gz,open,Dimitri Papageorgiou,maritime,,36912,15326,17979,3607,12600,107170
supportcase33.mps.gz,easy,Domenico Salvagnin,,,20203,20102,101,0,20489,211915
ns1856153.mps.gz,open,NEOS Server Submission,neos-pseudoapplication-6,,11998,11956,0,42,35407,105882
qiu.mps.gz,easy,"Y. Chiu, J. Eckstein",,,840,48,0,792,1192,3432
neos-826650.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-87,,5912,5792,0,120,2414,20440
neos-859770.mps.gz,infeasible,NEOS Server Submission,neos-pseudoapplication-81,infeasible,2504,2504,0,0,2065,880736
momentum2.mps.gz,easy,T. Koch,momentum,,3732,1808,1,1923,24237,237087
circ10-3.mps.gz,open,M. Winkler,,,2700,2700,0,0,42620,307320
ivu52.mps.gz,hard,S. Weider,ivu,,157591,157591,0,0,2116,2179480
usAbbrv-8-25_70.mps.gz,hard,publicly available,,,2312,1681,0,631,3291,9628
lotsize.mps.gz,easy,"Dinakar Gade, Simge Kucukyavuz",,,2985,1195,0,1790,1920,6565
rail02.mps.gz,easy,Thomas Schlechte,rail0,,270869,270869,0,0,95791,756228
gmu-35-40.mps.gz,easy,Nora Konnyu,gmu,,1205,1200,0,5,424,4843
gus-sch.mps.gz,easy,Alexandra M. Newman,,,5475,2736,2736,3,5984,33135
s82.mps.gz,open,Daniel Espinoza,Spinoza,,1690631,1690577,0,54,87878,7022610
ns1952667.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-78,,13264,0,13264,0,41,335643
ger50_17_trans.mps.gz,hard,C. Raack,ger50,,22414,0,18062,4352,499,172035
seymour.mps.gz,easy,"W. Cook, P. Seymour",,,1372,1372,0,0,4944,33549
shiftreg2-7.mps.gz,easy,Domenico Salvagnin,shiftreg,,11404,4152,0,7252,8540,34900
gmut-75-50.mps.gz,hard,Nora Konnyu,gmu,,68865,68859,0,6,2565,571475
rfds-4-days.mps.gz,open,Dan Neiman,,,2184028,190080,0,1993948,1766257,10464800
neos-885524.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-100,,91670,91670,0,0,65,258309
neos-1601936.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-5,,4446,3906,0,540,3131,72500
toll-like.mps.gz,easy,Falk Hueffner,huefner,,2883,2883,0,0,4408,13224
supportcase37.mps.gz,easy,Domenico Salvagnin,,,20047,1484,0,18563,59023,135627
pythago7824.mps.gz,open,Felix J. L. Willamowski,,,3740,3740,0,0,14652,43956
pythago7825.mps.gz,open,Felix J. L. Willamowski,,,3745,3745,0,0,14672,44016
neos-738098.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-15,,9093,8946,0,147,25849,101360
supportcase41.mps.gz,open,Domenico Salvagnin,,,4725,2000,0,2725,28923,221321
biella1.mps.gz,easy,Double-Click SAS,,,7328,6110,0,1218,1203,71489
vpphard2.mps.gz,easy,C. Cardonha,,,199999,199999,0,0,198450,648340
bienst2.mps.gz,easy,H. Mittelmann,,,505,35,0,470,576,2184
ex10.mps.gz,easy,Iulian Ober,,,17680,0,17680,0,69608,1162000
supportcase28i.mps.gz,easy,Michael Winkler,,,7560,24,7536,0,15073,93811
supportcase21i.mps.gz,easy,Michael Winkler,,,27,24,3,0,7540,95325
supportcase27i.mps.gz,easy,Michael Winkler,,,3185,912,1675,598,3912,7053
seqsolve1.mps.gz,open,Irv Lustig,seqsolve,,207665,123834,82835,996,242243,1027680
seqsolve3short4288excess384.mps.gz,open,Irv Lustig,seqsolve,,207665,123834,82835,996,242245,1028680
seqsolve2short4288.mps.gz,open,Irv Lustig,seqsolve,,207665,123834,82835,996,242244,1028180
rococoC10-001000.mps.gz,easy,"A. Chabrier, E. Danna, C. Le Pape, L. Perron",rococo,,3117,2993,124,0,1293,11751
f2gap801600.mps.gz,easy,Salim Haddadi,f2gap,,1600,1600,0,0,80,3200
f2gap401600.mps.gz,easy,Salim Haddadi,f2gap,,1600,1600,0,0,40,3200
f2gap40400.mps.gz,easy,Salim Haddadi,f2gap,,400,400,0,0,40,800
f2gap201600.mps.gz,easy,Salim Haddadi,f2gap,,1600,1600,0,0,20,3200
irish-electricity.mps.gz,easy,Paula Carroll,,,61728,9888,0,51840,104259,523257
triptim7.mps.gz,easy,MIPLIB submission pool,triptim,,27342,18619,8716,7,14427,521944
triptim4.mps.gz,open,MIPLIB submission pool,triptim,,27226,18537,8682,7,14361,520532
triptim8.mps.gz,open,MIPLIB submission pool,triptim,,27342,18619,8716,7,14427,521945
n2seq36f.mps.gz,easy,R. Meirich,nseq,,8100,8100,0,0,285,60948
triptim2.mps.gz,hard,MIPLIB submission pool,triptim,,27326,20776,6543,7,14427,521898
n2seq36q.mps.gz,easy,R. Meirich,nseq,,22480,22480,0,0,2565,183292
triptim1.mps.gz,easy,MIPLIB submission pool,triptim,,30055,20456,9592,7,15706,515436
npmv07.mps.gz,easy,Q. Chen,,,220686,1880,0,218806,76342,859614
tpl-tub-ws1617.mps.gz,open,János Höner,,,747601,713749,0,33852,1154615,4720570
tpl-tub-ss16.mps.gz,open,János Höner,,,595066,570303,0,24763,901872,3687100
piperout-03.mps.gz,easy,Gleb Belov,piperout,,9526,9373,129,24,12246,39067
piperout-08.mps.gz,easy,Gleb Belov,piperout,,10399,10245,130,24,14589,44959
piperout-d27.mps.gz,easy,Gleb Belov,piperout,,13104,12931,149,24,17470,224457
piperout-d20.mps.gz,easy,Gleb Belov,piperout,,11961,11788,149,24,15562,190915
piperout-27.mps.gz,easy,Gleb Belov,piperout,,11659,11514,121,24,18442,54662
unitcal_7.mps.gz,easy,R. O’Neill,,,25755,2856,0,22899,48939,127595
cdc7-4-3-2.mps.gz,open,Sascha Kurz,,,11811,11811,0,0,14478,259842
rmine15.mps.gz,open,Daniel Espinoza,rmine,,42438,42438,0,0,358395,879732
bnatt500.mps.gz,infeasible,Tatsuya Akutsu,bnatt,infeasible,4500,4500,0,0,7029,27203
shiftreg5-1.mps.gz,open,Domenico Salvagnin,shiftreg,,48736,10608,0,38128,31424,157504
neos-520729.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-50,,91149,30708,0,60441,31178,322203
dg012142.mps.gz,hard,A. Miller,,,2080,640,0,1440,6310,14795
core2536-691.mps.gz,easy,"A. Caprara, M. Fischetti, P. Toth",core,,15293,15284,0,9,2539,177739
fastxgemm-n3r21s3t6.mps.gz,open,Laurent Sorber,fastxgemm,,18684,378,0,18306,219368,718146
fastxgemm-n3r22s4t6.mps.gz,open,Laurent Sorber,fastxgemm,,19539,396,0,19143,229742,752274
fastxgemm-n2r7s4t1.mps.gz,easy,Laurent Sorber,fastxgemm,,904,56,0,848,6972,22584
fastxgemm-n3r23s5t6.mps.gz,open,Laurent Sorber,fastxgemm,,20394,414,0,19980,240116,786402
fastxgemm-n2r6s0t2.mps.gz,easy,Laurent Sorber,fastxgemm,,784,48,0,736,5998,19376
k1mushroomi.mps.gz,easy,Gleb Belov,k1mushroom,,48104,16419,31685,0,56312,1666560
cvrpp-n16k8vrpi.mps.gz,open,Gleb Belov,vrp,,18294,2832,531,14931,31615,60544
mspsphard01i.mps.gz,easy,Gleb Belov,mspsp,,21531,10868,10663,0,32864,59860
shipschedule6shipsmixi.mps.gz,easy,Gleb Belov,shipschedule,,18770,10310,7104,1356,27823,55903
cvrpsimple2i.mps.gz,easy,Gleb Belov,vrp,,4166,648,243,3275,7023,13248
cvrpa-n64k9vrpi.mps.gz,open,Gleb Belov,vrp,,312726,48192,2259,262275,550111,1064700
ghoulomb4-9-10i.mps.gz,easy,Gleb Belov,ghoulomb,,43424,15590,27834,0,56330,118062
stoch-vrpvrp-s5v2c8vrp-v2c8i.mps.gz,open,Gleb Belov,vrp,,8436,1485,734,6217,13813,26231
mrcpspj30-53-3i.mps.gz,easy,Gleb Belov,mrcpspj,,24220,6020,8938,9262,32618,56796
gfd-schedulen25f5d20m10k3i.mps.gz,easy,Gleb Belov,gfd-schedule,,30916,14783,14556,1577,47093,88245
diameterc-mstc-v20a190d5i.mps.gz,easy,Gleb Belov,diameterc,,10613,5053,4352,1208,19686,38503
mspsphard03i.mps.gz,easy,Gleb Belov,mspsp,,32266,18603,13663,0,56333,114618
mario-t-hard5i.mps.gz,easy,Gleb Belov,mario,,73475,31022,30948,11505,85190,238314
diameterc-msts-v40a100d5i.mps.gz,easy,Gleb Belov,diameterc,,14629,5611,5304,3714,21131,40288
amaze22012-06-28i.mps.gz,easy,Gleb Belov,amaze,,12691,4376,914,7401,17319,33831
l2p2i.mps.gz,easy,Gleb Belov,l2p,,38196,13113,24938,145,47653,85208
gfd-schedulen55f2d50m30k3i.mps.gz,easy,Gleb Belov,gfd-schedule,,90158,40622,42209,7327,129102,260992
shipschedule3shipsi.mps.gz,easy,Gleb Belov,shipschedule,,10513,4817,4343,1353,16727,31243
elitserienhandball14i.mps.gz,easy,Gleb Belov,elitserienhandball,,32541,16938,6938,8665,35328,98685
gfd-schedulen180f7d50m30k18-16i.mps.gz,open,Gleb Belov,gfd-schedule,,2226625,1055523,1103442,67660,3447025,7026380
shipschedule8shipsmixuci.mps.gz,easy,Gleb Belov,shipschedule,,25206,13635,9763,1808,37821,75480
rpp22falsei.mps.gz,easy,Gleb Belov,rpp,,25462,10276,15056,130,33269,56547
mappingmesh3x3mpeg2i.mps.gz,easy,Gleb Belov,mapping,,10470,4739,4369,1362,17055,33278
amaze22012-07-04i.mps.gz,open,Gleb Belov,amaze,,31237,10654,1603,18980,42328,83384
mrcpspj30-15-5i.mps.gz,easy,Gleb Belov,mrcpspj,,24376,6192,8921,9263,32659,56963
elitserienhandball3i.mps.gz,easy,Gleb Belov,elitserienhandball,,32807,16966,6973,8868,35804,99434
elitserienhandball11i.mps.gz,easy,Gleb Belov,elitserienhandball,,32679,16944,6952,8783,35580,99071
l2p1i.mps.gz,hard,Gleb Belov,l2p,,317369,301560,15689,120,30784,641396
cvrpb-n45k5vrpi.mps.gz,open,Gleb Belov,pb-,,153202,23625,1575,128002,268835,519556
pizza78i.mps.gz,open,Gleb Belov,pizza,,385067,143886,241181,0,443776,796615
oocsp-racks030e6cci.mps.gz,easy,Gleb Belov,oocsp-racks,,50862,32783,18079,0,92737,232944
elitserienhandball13i.mps.gz,open,Gleb Belov,elitserienhandball,,32791,16976,6976,8839,35758,99381
fillomino7x7-0i.mps.gz,easy,Gleb Belov,fillomino,,12877,4821,4443,3613,17518,33300
amaze22012-03-15i.mps.gz,easy,Gleb Belov,amaze,,94351,31870,2770,59711,126975,251822
mrcpspj30-17-10i.mps.gz,easy,Gleb Belov,mrcpspj,,26381,7386,10901,8094,34490,62166
oocsp-racks030f7cci.mps.gz,infeasible,Gleb Belov,oocsp-racks,infeasible,50859,32779,18080,0,92792,233170
fjspeasy01i.mps.gz,easy,Gleb Belov,fjsp,,17847,8849,8998,0,27264,46454
splice1k1i.mps.gz,hard,Gleb Belov,splice,,19513,6504,13009,0,22765,1780530
pizza27i.mps.gz,open,Gleb Belov,pizza,,311316,115831,195485,0,359835,642512
maritime-jg3d9.mps.gz,infeasible,Dimitri Papageorgiou,maritime,infeasible,92261,36960,0,55301,126621,627969
mc11.mps.gz,easy,"F. Ortega, L. Wolsey",mc,,3040,1520,0,1520,1920,6080
graphdraw-domain.mps.gz,easy,Cézar Augusto Nascimento e Silva,graphdraw,,254,180,20,54,865,2600
graphdraw-mainerd.mps.gz,open,Cézar Augusto Nascimento e Silva,graphdraw,,2050,1860,62,128,20661,62350
graphdraw-gemcutter.mps.gz,easy,Cézar Augusto Nascimento e Silva,graphdraw,,166,112,16,38,474,1420
graphdraw-opmanager.mps.gz,open,Cézar Augusto Nascimento e Silva,graphdraw,,4812,4512,96,204,75395,227160
graphdraw-grafo2.mps.gz,open,Cézar Augusto Nascimento e Silva,graphdraw,,9258,8844,134,280,203455,612366
danoint.mps.gz,easy,Daniel Bienstock,dano,,521,56,0,465,664,3232
s100.mps.gz,hard,Daniel Espinoza,Spinoza,,364417,364417,0,0,14733,1777920
gsvm2rl12.mps.gz,open,Toni Sorrell,supportvectormachine,,2001,500,0,1501,1500,253500
gsvm2rl9.mps.gz,open,Toni Sorrell,supportvectormachine,,801,200,0,601,600,41400
gsvm2rl5.mps.gz,easy,Toni Sorrell,supportvectormachine,,401,100,0,301,300,10700
gsvm2rl3.mps.gz,easy,Toni Sorrell,supportvectormachine,,241,60,0,181,180,4020
gsvm2rl11.mps.gz,open,Toni Sorrell,supportvectormachine,,2001,500,0,1501,1500,253500
gmut-76-40.mps.gz,open,Nora Konnyu,gmu,,24338,24332,0,6,2586,153017
gmut-76-50.mps.gz,open,Nora Konnyu,gmu,,68865,68859,0,6,2586,470045
opm2-z12-s8.mps.gz,easy,Daniel Espinoza,opm2,,10800,10800,0,0,319508,725377
opm2-z10-s4.mps.gz,easy,Daniel Espinoza,opm2,,6250,6250,0,0,160633,371240
opm2-z8-s0.mps.gz,easy,Daniel Espinoza,opm2,,3200,3200,0,0,63608,152793
opm2-z7-s8.mps.gz,easy,Daniel Espinoza,opm2,,2023,2023,0,0,31798,79756
opm2-z6-s1.mps.gz,easy,Daniel Espinoza,opm2,,1350,1350,0,0,15533,41844
pw-myciel4.mps.gz,easy,Arie Koster,,,1059,1058,1,0,8164,17779
shs1023.mps.gz,hard,C. Helmberg,shs,,444625,1296,440899,2430,133944,1044720
reblock166.mps.gz,easy,Andreas Bley,reblock,,1660,1660,0,0,17024,39442
a2864-99blp.mps.gz,open,Daniel Heinlein,selofsubspaces,,200787,200787,0,0,22117,20078700
timtab1.mps.gz,easy,"C. Liebchen, R. Möhring",timtab,,397,77,94,226,171,829
n9-3.mps.gz,easy,A. Atamtürk,nxy-z,,7644,0,252,7392,2364,30072
square47.mps.gz,easy,Sascha Kurz,square,,95030,94987,43,0,61591,27329900
square31.mps.gz,easy,Sascha Kurz,square,,28860,28830,30,0,19435,3937200
square41.mps.gz,easy,Sascha Kurz,square,,62234,62197,37,0,40160,13566400
square37.mps.gz,easy,Sascha Kurz,square,,49320,49284,36,0,33150,9475670
square23.mps.gz,easy,Sascha Kurz,square,,11660,11638,22,0,7887,898813
neos-952987.mps.gz,infeasible,NEOS Server Submission,neos-pseudoapplication-22,infeasible,31329,31329,0,0,354,90384
t11nonreg.mps.gz,easy,Sujayandra Vaddagiri,,,4596905,4570985,8640,17280,27375,46841400
gasprod2-1.mps.gz,easy,Andrew Stamps,gasprod,,29568,7389,0,22179,73448,282846
gasprod2-2.mps.gz,easy,Andrew Stamps,gasprod,,29568,6826,0,22742,72728,280740
ej.mps.gz,easy,Timo Berthold,,,3,0,3,0,1,3
rail01.mps.gz,easy,Thomas Schlechte,rail0,,117527,117527,0,0,46843,392086
pg.mps.gz,easy,M. Dawande,,,2700,100,0,2600,125,5200
fhnw-binschedule0.mps.gz,open,Simon Felix,fhnw-bin,,319319,316270,3048,1,58085,1382970
fhnw-binschedule1.mps.gz,open,Simon Felix,fhnw-bin,,1141653,1137008,4644,1,772872,8611330
fhnw-binschedule2.mps.gz,open,Simon Felix,fhnw-bin,,30973,30504,468,1,6503,134640
pigeon-16.mps.gz,easy,Sam Allen,pigeon,,1072,928,0,144,2353,21104
pigeon-20.mps.gz,easy,Sam Allen,pigeon,,1580,1400,0,180,3661,33100
pigeon-08.mps.gz,easy,Sam Allen,pigeon,,344,272,0,72,601,5176
csched007.mps.gz,easy,Tallys Yunes,csched,,1758,1457,0,301,351,6379
rococoB10-011000.mps.gz,easy,"A. Chabrier, E. Danna, C. Le Pape, L. Perron",rococo,,4456,4320,136,0,1667,16517
a1c1s1.mps.gz,easy,"M. Vyve, Y. Pochet",c1s1,,3648,192,0,3456,3312,10178
uccase10.mps.gz,open,Daniel Espinoza,uccase,,110818,16800,0,94018,196498,787045
uccase9.mps.gz,easy,Daniel Espinoza,uccase,,33242,8064,0,25178,49565,332316
uccase12.mps.gz,easy,Daniel Espinoza,uccase,,62529,9072,0,53457,121161,419447
uccase8.mps.gz,easy,Daniel Espinoza,uccase,,37413,9576,0,27837,53709,214625
uccase7.mps.gz,easy,Daniel Espinoza,uccase,,33020,7224,0,25796,47132,335644
neos-631710.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-75,,167056,167056,0,0,169576,834166
set3-09.mps.gz,open,Kerem Akartunali,set3,,4019,1424,0,2595,3747,13747
set3-16.mps.gz,open,Kerem Akartunali,set3,,4019,1424,0,2595,3747,13747
satellites2-40.mps.gz,easy,He Renjie,satellites,,35378,34324,0,1054,20916,283668
satellites2-25.mps.gz,easy,He Renjie,satellites,,35378,34324,0,1054,20916,283668
satellites3-25.mps.gz,easy,He Renjie,satellites,,81681,79961,0,1720,44804,698176
satellites4-25.mps.gz,easy,He Renjie,satellites,,95637,93747,0,1890,51712,821192
ns1644855.mps.gz,easy,NEOS Server Submission,neos-pseudoapplication-76,,30200,10000,0,20200,40698,2110700
polygonpack4-15.mps.gz,open,Antonio Frangioni,polygonpack,,44237,44207,0,30,144478,731949
polygonpack3-15.mps.gz,open,Antonio Frangioni,polygonpack,,44237,44207,0,30,144478,731949
polygonpack4-7.mps.gz,open,Antonio Frangioni,polygonpack,,10788,10774,0,14,34529,178591
polygonpack5-15.mps.gz,open,Antonio Frangioni,polygonpack,,48163,48133,0,30,163429,804740
polygonpack4-10.mps.gz,open,Antonio Frangioni,polygonpack,,20537,20517,0,20,65935,339036
bab2.mps.gz,hard,Elmar Swarat,bab,,147912,147912,0,0,17245,2027730
ns2124243.mps.gz,open,Timo Berthold,neos-pseudoapplication-93,,156083,16447,0,139636,139280,429032
shs1042.mps.gz,open,C. Helmberg,shs,,467589,864,464295,2430,133377,1114010
chromaticindex256-8.mps.gz,easy,Pierre Le Bodic,chromaticindex,,18432,18432,0,0,16895,67572
chromaticindex32-8.mps.gz,easy,Pierre Le Bodic,chromaticindex,,2304,2304,0,0,2111,8436
chromaticindex128-5.mps.gz,easy,Pierre Le Bodic,chromaticindex,,9216,9216,0,0,8447,33780
chromaticindex512-7.mps.gz,easy,Pierre Le Bodic,chromaticindex,,36864,36864,0,0,33791,135156
chromaticindex1024-7.mps.gz,easy,Pierre Le Bodic,chromaticindex,,73728,73728,0,0,67583,270324
assign1-10-4.mps.gz,open,Robert Fourer,assign1,,572,520,0,52,582,28280
assign1-5-8.mps.gz,easy,Robert Fourer,assign1,,156,130,0,26,161,3720
control30-5-10-4.mps.gz,infeasible,Qie He,control,infeasible,1960,150,0,1810,3640,21460
control20-5-10-5.mps.gz,easy,Qie He,control,,1310,100,0,1210,2430,14710
control30-3-2-3.mps.gz,easy,Qie He,control,,332,90,0,242,512,1472
binkar10_1.mps.gz,easy,H. Mittelmann,,,2298,170,0,2128,1026,4496
blp-ar98.mps.gz,easy,M. Lübbecke,blp,,16021,15806,0,215,1128,200601
hanoi5.mps.gz,easy,M. Winkler,,,3862,3862,0,0,16399,39718
bley_xl1.mps.gz,easy,A. Bley,bley_x,,5831,5831,0,0,175620,869139
snip10x10-35r1budget17.mps.gz,open,Utz-Uwe Haus,,,47611,63,0,47548,213801,475334
istanbul-no-cutoff.mps.gz,easy,Utz-Uwe Haus,,,5282,30,0,5252,20346,71477
30_70_45_095_100.mps.gz,easy,J. Walser,30_70,,10976,10975,0,1,12526,46640
leo1.mps.gz,easy,COR@L test set,,,6731,6730,0,1,593,131218
rmatr200-p5.mps.gz,easy,Dmitry Krushinsky,rmatr,,37816,200,0,37616,37617,113048
pg5_34.mps.gz,easy,M. Dawande,,,2600,100,0,2500,225,7700
rwth-timetable.mps.gz,open,Gerald Lach,,,923564,317079,0,606485,440134,4510790
shs1014.mps.gz,open,Christoph Helmberg,shs,,444474,1296,440754,2424,134322,1046080
2club200v15p5scn.mps.gz,hard,Balabhaskar Balasundaram,,,200,200,0,0,17013,104811
eil33-2.mps.gz,easy,J. Linderoth,eil,,4516,4516,0,0,32,44243
snp-10-004-052.mps.gz,open,Gerald Gamrath,supplynetworkplanning,,538777,815,815,537147,300348,1097780
snp-04-052-052.mps.gz,open,Gerald Gamrath,supplynetworkplanning,,221438,4546,4546,212346,129662,459205
snp-06-004-052.mps.gz,open,Gerald Gamrath,supplynetworkplanning,,328461,494,494,327473,183168,668716
snp-10-052-052.mps.gz,open,Gerald Gamrath,supplynetworkplanning,,549021,11059,11059,526903,320836,1138760
snp-02-004-104.mps.gz,easy,Gerald Gamrath,supplynetworkplanning,,228350,167,167,228016,126512,463941
map10.mps.gz,easy,Kiyan Ahmadizadeh,map,,164547,146,0,164401,328818,549920
supportcase40.mps.gz,easy,Domenico Salvagnin,,,16440,2000,0,14440,38192,104420
bharat.mps.gz,open,Gavin Goodall,,,590519,122614,0,467905,1299953,3565460
s1234.mps.gz,open,Siwei Sun,SiweiSun,,2945,2945,0,0,8418,44641
reblock420.mps.gz,easy,Andreas Bley,reblock,,4200,4200,0,0,62800,138670
supportcase31.mps.gz,open,Domenico Salvagnin,,,488882,488760,0,122,26195,1833860
